,Province,City,District / County,Post Code
2552,Yunnan,Kunming,Fumin,650400
2553,Yunnan,Kunming,Anning,650300
2554,Yunnan,Kunming,Xundian,655200
2555,Yunnan,Kunming,Guandu,650200
2556,Yunnan,Kunming,Chenggong,650500
2557,Yunnan,Kunming,Yiliang,652100
2558,Yunnan,Kunming,Shilin,652200
2559,Yunnan,Lijiang,Gucheng,674100
2560,Yunnan,Lijiang,Yulong,674100
2561,Yunnan,Lijiang,Yongsheng,674200
2562,Yunnan,Lijiang,Ninglang,674300
2563,Yunnan,Lijiang,Huaping,674800
2564,Yunnan,Qujing,Qilin,655000
2565,Yunnan,Qujing,Shizong,655700
2566,Yunnan,Qujing,Huize,654200
2567,Yunnan,Qujing,Malong,655100
2568,Yunnan,Qujing,Luoping,655800
2569,Yunnan,Qujing,Zhanyi,655500
2570,Yunnan,Qujing,Luliang,655600
2571,Yunnan,Qujing,Fuyuan,655500
2572,Yunnan,Qujing,Xuanwu,655400
2573,Yunnan,Yuxi,Hongta,653100
2574,Yunnan,Yuxi,Tonghai,652700
2575,Yunnan,Yuxi,Eshan,653200
2576,Yunnan,Yuxi,Jiangchuan,652600
2577,Yunnan,Yuxi,Huaning,652800
2578,Yunnan,Yuxi,Xinping,653400
2579,Yunnan,Yuxi,Chengjiang,652500
2580,Yunnan,Yuxi,Yimen,651100
2581,Yunnan,Yuxi,Yuanjiang,653300
2582,Yunnan,Baoshan,Longyang,678000
2583,Yunnan,Baoshan,Longling,678300
2584,Yunnan,Baoshan,Shidian,678200
2585,Yunnan,Baoshan,Changning,678100
2586,Yunnan,Baoshan,Tengchong,679100
2587,Yunnan,Zhaotong,Zhaoyang,657000
2588,Yunnan,Zhaotong,Yanjin,657500
2589,Yunnan,Zhaotong,Suijiang,657700
2590,Yunnan,Zhaotong,Weixin,657900
2591,Yunnan,Zhaotong,Ludian,657100
2592,Yunnan,Zhaotong,Daguan,657400
2593,Yunnan,Zhaotong,Zhenxiong,657200
2594,Yunnan,Zhaotong,Shuifu,657800
2595,Yunnan,Zhaotong,Qiaojia,654600
2596,Yunnan,Zhaotong,Yongshan,657300
2597,Yunnan,Zhaotong,Yiliang,657600
2598,Yunnan,Pu'er,Simao,665000
2599,Yunnan,Pu'er,Jingdong,676200
2600,Yunnan,Pu'er,Jiangcheng,665900
2601,Yunnan,Pu'er,Ximeng,665700
2602,Yunnan,Pu'er,Ning'er,665000
2603,Yunnan,Pu'er,Jinggu,666400
2604,Yunnan,Pu'er,Menglian,665800
2605,Yunnan,Pu'er,Mojiang,654800
2606,Yunnan,Pu'er,Zhenyuan,666500
2607,Yunnan,Pu'er,Lancang,665600
2608,Yunnan,Lincang,Linxiang,677000
2609,Yunnan,Lincang,Yongde,677600
2610,Yunnan,Lincang,Gengma,677500
2611,Yunnan,Lincang,Fengqing,675900
2612,Yunnan,Lincang,Zhenkang,677700
2613,Yunnan,Lincang,Cangyuan,677400
2614,Yunnan,Lincang,Yunxian,675800
2615,Yunnan,Lincang,Shuangjiang,677300
2616,Yunnan,Chuxiong,Chuxiong,675000
2617,Yunnan,Chuxiong,Nanhua,675200
2618,Yunnan,Chuxiong,Yongren,651400
2619,Yunnan,Chuxiong,Lufeng,651200
2620,Yunnan,Chuxiong,Shuangbai,675100
2621,Yunnan,Chuxiong,Yaoan,675300
2622,Yunnan,Chuxiong,Yuanmou,651300
2623,Yunnan,Chuxiong,Mouding,675500
2624,Yunnan,Chuxiong,Dayao,675400
2625,Yunnan,Chuxiong,Wuding,651600
2626,Yunnan,Honghe,Gejiu,661000
2627,Yunnan,Honghe,Jianshui,661200
2628,Yunnan,Honghe,Luxi,652300
2629,Yunnan,Honghe,Lvchun,662500
2630,Yunnan,Honghe,Hekou,661300
2631,Yunnan,Honghe,Kaiyuan,661600
2632,Yunnan,Honghe,Shiping,654300
2633,Yunnan,Honghe,Yuanyang,652400
2634,Yunnan,Honghe,Pingbian,661200
2635,Yunnan,Honghe,Mengzi,661100
2636,Yunnan,Honghe,Mile,662200
2637,Yunnan,Honghe,Honghe,654400
2638,Yunnan,Honghe,Jinping,661500
2639,Yunnan,Wenshan,Wenshan,663000
2640,Yunnan,Wenshan,Malipo,663600
2641,Yunnan,Wenshan,Guangnan,663300
2642,Yunnan,Wenshan,Yanshan,663100
2643,Yunnan,Wenshan,Maguan,663700
2644,Yunnan,Wenshan,Funing,663400
2645,Yunnan,Wenshan,Xichou,663500
2646,Yunnan,Wenshan,Qiubei,663200
2647,Yunnan,Xishuangbanna,Jinghong,666100
2648,Yunnan,Xishuangbanna,Menghai,666200
2649,Yunnan,Xishuangbanna,Mengla,666300
2650,Yunnan,Dali,Dali,671000
2651,Yunnan,Dali,Midu,675600
2652,Yunnan,Dali,Eryuan,671200
2653,Yunnan,Dali,Yangbi,672500
2654,Yunnan,Dali,Xiangyun,672100
2655,Yunnan,Dali,Yongping,672600
2656,Yunnan,Dali,Jianchuan,671300
2657,Yunnan,Dali,Nanjian,675700
2658,Yunnan,Dali,Binchuan,671600
2659,Yunnan,Dali,Yunlong,672700
2660,Yunnan,Dali,Heqing,671500
2661,Yunnan,Dali,Weishan,672400
2662,Yunnan,Dehong,Ruili,678600
2663,Yunnan,Dehong,Yingjiang,679300
2664,Yunnan,Dehong,Luxi,678400
2665,Yunnan,Dehong,Longchuan,678700
2666,Yunnan,Dehong,Lianghe,679200
2667,Yunnan,Nujiang,Lushui,673200
2668,Yunnan,Nujiang,Lanping,671400
2669,Yunnan,Nujiang,Fugong,673400
2670,Yunnan,Nujiang,Gongshan,673500
2671,Yunnan,Diqing,Shangri-la,674400
2672,Yunnan,Diqing,Deqin,674500
2673,Yunnan,Diqing,Weixi,674600
2674,Zhejiang,Hangzhou,Shangcheng,310000
2675,Zhejiang,Hangzhou,Gongshu,310000
2676,Zhejiang,Hangzhou,Xiaoshan,311200
2677,Zhejiang,Hangzhou,Chun'an,311700
2678,Zhejiang,Hangzhou,Lin'an,311300
2679,Zhejiang,Hangzhou,Xiacheng,310000
2680,Zhejiang,Hangzhou,Xihu,310000
2681,Zhejiang,Hangzhou,Yuhang,311100
2682,Zhejiang,Hangzhou,Jiande,311600
2683,Zhejiang,Hangzhou,Jianggan,310000
2684,Zhejiang,Hangzhou,Binjiang,310000
2685,Zhejiang,Hangzhou,Tonglu,311500
2686,Zhejiang,Hangzhou,Fuyang,311400
2687,Zhejiang,Jiaxing,Xiucheng,314000
2688,Zhejiang,Jiaxing,Haining,314400
2689,Zhejiang,Jiaxing,Jiashan,314100
2690,Zhejiang,Jiaxing,Pinghu,314200
2691,Zhejiang,Jiaxing,Haiyan,314300
2692,Zhejiang,Jiaxing,Tongxiang,314500
2693,Zhejiang,Shaoxing,Yuecheng,312000
2694,Zhejiang,Shaoxing,Zhuji,311800
2695,Zhejiang,Shaoxing,Shaoxing,312000
2696,Zhejiang,Shaoxing,Shangyu,312300
2697,Zhejiang,Shaoxing,Xinchang,312500
2698,Zhejiang,Shaoxing,Shengzhou,312400
2699,Zhejiang,Ningbo,Haishu,315000
2700,Zhejiang,Ningbo,Beilun,315800
2701,Zhejiang,Ningbo,Xiangshan,315700
2702,Zhejiang,Ningbo,Cixi,315300
2703,Zhejiang,Ningbo,Jiangdong,315000
2704,Zhejiang,Ningbo,Zhenhai,315200
2705,Zhejiang,Ningbo,Ninghai,315600
2706,Zhejiang,Ningbo,Fenghua,315500
2707,Zhejiang,Ningbo,Jiangbei,315000
2708,Zhejiang,Ningbo,Yinzhou,315100
2709,Zhejiang,Ningbo,Yuyao,315400
2710,Zhejiang,Wenzhou,Lucheng,325000
2711,Zhejiang,Wenzhou,Dongtou,325700
2712,Zhejiang,Wenzhou,Cangnan,325800
2713,Zhejiang,Wenzhou,Ruian,325200
2714,Zhejiang,Wenzhou,Longwan,325000
2715,Zhejiang,Wenzhou,Yongjia,325100
2716,Zhejiang,Wenzhou,Wencheng,325300
2717,Zhejiang,Wenzhou,Yueqing,325600
2718,Zhejiang,Wenzhou,Ohai,325000
2719,Zhejiang,Wenzhou,Pingyang,325400
2720,Zhejiang,Wenzhou,Taishun,325500
2721,Zhejiang,Huzhou,Wuxing,313000
2722,Zhejiang,Huzhou,Changxing,313100
2723,Zhejiang,Huzhou,Nanxun District,313000
2724,Zhejiang,Huzhou,Anji,313300
2725,Zhejiang,Huzhou,Deqing,313200
2726,Zhejiang,Jinhua,Wucheng,321000
2727,Zhejiang,Jinhua,Pujiang,322200
2728,Zhejiang,Jinhua,Yiwu,322000
2729,Zhejiang,Jinhua,Jindong,321000
2730,Zhejiang,Jinhua,Pan'an,322300
2731,Zhejiang,Jinhua,Dongyang,322100
2732,Zhejiang,Jinhua,Wuyi,321200
2733,Zhejiang,Jinhua,Lanxi,321100
2734,Zhejiang,Jinhua,Yongkang,321300
2735,Zhejiang,Quzhou,Kecheng,324000
2736,Zhejiang,Quzhou,Kaihua,324300
2737,Zhejiang,Quzhou,Qujiang,324000
2738,Zhejiang,Quzhou,Longyou,324400
2739,Zhejiang,Quzhou,Changshan,324200
2740,Zhejiang,Quzhou,Jiangshan,324100
2741,Zhejiang,Zhoushan,Dinghai,316000
2742,Zhejiang,Zhoushan,Shengsi,202450
2743,Zhejiang,Zhoushan,Putuo,316100
2744,Zhejiang,Zhoushan,Daishan,316200
2745,Zhejiang,Taizhou,Jiaojiang,317700
2746,Zhejiang,Taizhou,Yuhuan,317600
2747,Zhejiang,Taizhou,Xianju,317300
2748,Zhejiang,Taizhou,Huangyan,318020
2749,Zhejiang,Taizhou,Sanmen,317100
2750,Zhejiang,Taizhou,Wenling,317500
2751,Zhejiang,Taizhou,Luqiao,318000
2752,Zhejiang,Taizhou,Tiantai,317200
2753,Zhejiang,Taizhou,Linhai,317000
2754,Zhejiang,Lishui,Liandu,323000
2755,Zhejiang,Lishui,Suichang,323300
2756,Zhejiang,Lishui,Qingyuan,323800
2757,Zhejiang,Lishui,Qingtian,323900
2758,Zhejiang,Lishui,Songyang,323400
2759,Zhejiang,Lishui,Longqquan,323700
2760,Zhejiang,Lishui,Jinyun,321400
2761,Zhejiang,Lishui,Yunhe,323600
2762,Zhejiang,Lishui,Jingning,323500
